DateTime,DateTime_sum,frame_nr,time_sum_ar,Timestamp,StepCount,last_step_time_ar,RightFootGround,LeftFootGround,step_length_sum_ar,hip_pos_list x,      y  ,      z  ,step_hip_list,LegLength,StepLength,StepLengthRatio,StrideWidth,StrideWidthRatio,StrideLengthRight,StrideLengthRightRatio,StrideTimeRight,StrideLengthLeft,StrideLengthLeftRatio,StrideTimeLeft,Velocity,VelocityRatio,Acceleration,AccelerationRatio,HeadRotationX,HeadRotationY,HeadRotationZ,HeadRotationW
27.11.2023 11:11:23 :535,1693,305,1.552876,10.166670,0,-1,1,1,-1,(1.578730, 0.000000, 2.701206),-1,0.884548,0.212944,0.240738,0.210921,0.238451,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.042132,0.047631,0.189391,0.214110,-0.931278,-0.011595,0.353881,-0.085766
27.11.2023 11:11:23 :537,1695,306,1.555642,10.200000,0,-1,1,1,-1,(1.578899, 0.000000, 2.701177),-1,0.884548,0.212854,0.240636,0.210833,0.238351,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.062244,0.070368,7.273484,8.222826,-0.933111,-0.012394,0.348747,-0.086759
27.11.2023 11:11:23 :542,1700,307,1.560280,10.233330,0,-1,1,1,-1,(1.579029, 0.000000, 2.701148),-1,0.884548,0.212819,0.240596,0.210796,0.238309,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028525,0.032248,7.282181,8.232658,-0.934444,-0.012925,0.344985,-0.087371
27.11.2023 11:11:23 :546,1704,308,1.564282,10.266670,0,-1,1,1,-1,(1.579248, 0.000000, 2.701098),-1,0.884548,0.212770,0.240541,0.210744,0.238251,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.056264,0.063608,6.930985,7.835624,-0.936646,-0.013803,0.338672,-0.088352
27.11.2023 11:11:23 :549,1707,309,1.567441,10.300000,0,-1,1,1,-1,(1.579439, 0.000000, 2.701054),-1,0.884548,0.212728,0.240494,0.210699,0.238199,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.062034,0.070131,1.826637,2.065051,-0.938511,-0.014565,0.333212,-0.089194
27.11.2023 11:11:23 :553,1711,310,1.571513,10.333330,0,-1,1,1,-1,(1.579591, 0.000000, 2.701019),-1,0.884548,0.212695,0.240456,0.210663,0.238159,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.038224,0.043213,5.847935,6.611213,-0.939960,-0.015170,0.328895,-0.089856
27.11.2023 11:11:23 :557,1715,311,1.574736,10.366670,0,-1,1,1,-1,(1.579787, 0.000000, 2.700973),-1,0.884548,0.212653,0.240408,0.210617,0.238107,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.062701,0.070884,7.593151,8.584216,-0.941797,-0.015955,0.323321,-0.090704
27.11.2023 11:11:23 :561,1719,312,1.578803,10.400000,0,-1,1,1,-1,(1.579944, 0.000000, 2.700936),-1,0.884548,0.212619,0.240370,0.210581,0.238066,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.039610,0.044780,5.678672,6.419858,-0.943228,-0.016580,0.318900,-0.091373
27.11.2023 11:11:23 :566,1724,313,1.584250,10.433330,0,-1,1,1,-1,(1.580144, 0.000000, 2.700890),-1,0.884548,0.212577,0.240322,0.210536,0.238015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.037562,0.042465,0.376079,0.425166,-0.945003,-0.017373,0.313313,-0.092212
27.11.2023 11:11:23 :571,1729,314,1.588702,10.466670,0,-1,1,1,-1,(1.580413, 0.000000, 2.700826),-1,0.884548,0.212520,0.240258,0.210474,0.237945,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.062117,0.070225,5.515393,6.235268,-0.947327,-0.018443,0.305812,-0.093329
27.11.2023 11:11:23 :576,1734,315,1.594063,10.500000,0,-1,1,1,-1,(1.580637, 0.000000, 2.700783),-1,0.884548,0.212510,0.240247,0.210458,0.237927,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.042595,0.048155,3.663002,4.141101,-0.949068,-0.019184,0.300120,-0.093977
27.11.2023 11:11:23 :580,1738,316,1.598206,10.533330,0,-1,1,1,-1,(1.580913, 0.000000, 2.700743),-1,0.884548,0.212550,0.240292,0.210486,0.237959,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.067271,0.076051,5.986423,6.767776,-0.950958,-0.019881,0.293898,-0.094383
27.11.2023 11:11:23 :583,1741,317,1.600778,10.566670,0,-1,1,1,-1,(1.581128, 0.000000, 2.700712),-1,0.884548,0.212580,0.240327,0.210508,0.237984,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.084530,0.095563,6.710912,7.586827,-0.952391,-0.020421,0.289081,-0.094693
27.11.2023 11:11:23 :587,1745,318,1.605029,10.600000,0,-1,1,1,-1,(1.581263, 0.000000, 2.700692),-1,0.884548,0.212599,0.240348,0.210522,0.237999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032087,0.036275,12.334720,13.944660,-0.953268,-0.020758,0.286088,-0.094883
27.11.2023 11:11:23 :590,1748,319,1.608198,10.633330,0,-1,1,1,-1,(1.581487, 0.000000, 2.700658),-1,0.884548,0.212631,0.240383,0.210544,0.238024,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.071593,0.080937,12.465710,14.092740,-0.954698,-0.021315,0.281135,-0.095195
27.11.2023 11:11:23 :594,1752,320,1.612345,10.666670,0,-1,1,1,-1,(1.581656, 0.000000, 2.700633),-1,0.884548,0.212654,0.240409,0.210560,0.238043,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.041033,0.046389,7.370690,8.332720,-0.955746,-0.021732,0.277437,-0.095426
27.11.2023 11:11:23 :597,1755,321,1.615068,10.700000,0,-1,1,1,-1,(1.581877, 0.000000, 2.700599),-1,0.884548,0.212684,0.240443,0.210581,0.238067,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.082263,0.093000,15.139720,17.115780,-0.957096,-0.022280,0.272594,-0.095726
27.11.2023 11:11:23 :601,1759,322,1.618705,10.733330,0,-1,1,1,-1,(1.582024, 0.000000, 2.700576),-1,0.884548,0.212703,0.240466,0.210595,0.238082,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.040769,0.046090,11.408480,12.897530,-0.957970,-0.022640,0.269409,-0.095920
27.11.2023 11:11:23 :605,1763,323,1.621613,10.766670,0,-1,1,1,-1,(1.582220, 0.000000, 2.700546),-1,0.884548,0.212729,0.240495,0.210613,0.238103,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.068430,0.077362,9.513379,10.755070,-0.959120,-0.023123,0.265150,-0.096179
27.11.2023 11:11:23 :608,1766,324,1.626453,10.800000,0,-1,1,1,-1,(1.582385, 0.000000, 2.700539),-1,0.884548,0.212751,0.240520,0.210629,0.238120,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034035,0.038477,7.201693,8.141665,-0.959949,-0.023507,0.262087,-0.096212
27.11.2023 11:11:23 :612,1770,325,1.630521,10.833330,0,-1,1,1,-1,(1.582669, 0.000000, 2.700553),-1,0.884548,0.212789,0.240563,0.210655,0.238150,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.069881,0.079002,8.870255,10.028010,-0.961206,-0.024142,0.257446,-0.096034
27.11.2023 11:11:23 :615,1773,326,1.633203,10.866670,0,-1,1,1,-1,(1.582909, 0.000000, 2.700564),-1,0.884548,0.212822,0.240600,0.210679,0.238176,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.089646,0.101347,7.368592,8.330347,-0.962245,-0.024675,0.253540,-0.095883
27.11.2023 11:11:23 :619,1777,327,1.636960,10.900000,0,-1,1,1,-1,(1.583068, 0.000000, 2.700571),-1,0.884548,0.212845,0.240626,0.210695,0.238195,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.042439,0.047978,12.567420,14.207730,-0.962922,-0.025027,0.250962,-0.095781
27.11.2023 11:11:23 :622,1780,328,1.639753,10.933330,0,-1,1,1,-1,(1.583292, 0.000000, 2.700580),-1,0.884548,0.212877,0.240662,0.210717,0.238221,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.080312,0.090795,13.561230,15.331260,-0.963857,-0.025520,0.247349,-0.095637
27.11.2023 11:11:23 :627,1785,329,1.644284,10.966670,0,-1,1,1,-1,(1.583460, 0.000000, 2.700586),-1,0.884548,0.212901,0.240689,0.210735,0.238241,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.036986,0.041813,9.561141,10.809070,-0.964544,-0.025886,0.244662,-0.095529
27.11.2023 11:11:23 :630,1788,330,1.647304,11.000000,0,-1,1,1,-1,(1.583733, 0.000000, 2.700596),-1,0.884548,0.212942,0.240735,0.210765,0.238274,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.090539,0.102357,17.734270,20.048960,-0.965643,-0.026481,0.240296,-0.095350
27.11.2023 11:11:23 :633,1791,331,1.651392,11.033330,0,-1,1,1,-1,(1.583916, 0.000000, 2.700602),-1,0.884548,0.212970,0.240767,0.210786,0.238297,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044810,0.050659,11.185290,12.645200,-0.966363,-0.026877,0.237384,-0.095229
27.11.2023 11:11:23 :636,1794,332,1.654305,11.066670,0,-1,1,1,-1,(1.584165, 0.000000, 2.700610),-1,0.884548,0.213008,0.240810,0.210814,0.238330,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.085625,0.096801,14.013090,15.842090,-0.967326,-0.027413,0.233438,-0.095064
27.11.2023 11:11:23 :641,1799,333,1.658655,11.100000,0,-1,1,1,-1,(1.584347, 0.000000, 2.700631),-1,0.884548,0.213034,0.240840,0.210833,0.238351,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.042031,0.047517,10.093010,11.410360,-0.967954,-0.027748,0.230863,-0.094864
27.11.2023 11:11:23 :644,1802,334,1.662378,11.133330,0,-1,1,1,-1,(1.584636, 0.000000, 2.700714),-1,0.884548,0.213067,0.240877,0.210854,0.238375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.080758,0.091299,10.691730,12.087220,-0.968739,-0.028104,0.227725,-0.094325
27.11.2023 11:11:23 :646,1804,335,1.665360,11.166670,0,-1,1,1,-1,(1.584894, 0.000000, 2.700783),-1,0.884548,0.213096,0.240910,0.210872,0.238395,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.089506,0.101188,2.957887,3.343953,-0.969403,-0.028408,0.225037,-0.093862
27.11.2023 11:11:23 :650,1808,336,1.669176,11.200000,0,-1,1,1,-1,(1.585106, 0.000000, 2.700839),-1,0.884548,0.213119,0.240936,0.210887,0.238412,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.057595,0.065112,8.363031,9.454582,-0.969929,-0.028652,0.222884,-0.093490
27.11.2023 11:11:23 :654,1812,337,1.673005,11.233330,0,-1,1,1,-1,(1.585387, 0.000000, 2.700910),-1,0.884548,0.213149,0.240969,0.210905,0.238433,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.075579,0.085444,4.698658,5.311932,-0.970595,-0.028963,0.220125,-0.093014
27.11.2023 11:11:23 :658,1816,338,1.676849,11.266670,0,-1,1,1,-1,(1.585678, 0.000000, 2.700980),-1,0.884548,0.213178,0.241002,0.210923,0.238453,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.077836,0.087995,0.614333,0.694517,-0.971256,-0.029274,0.217356,-0.092534
27.11.2023 11:11:23 :662,1821,339,1.681094,11.300000,0,-1,1,1,-1,(1.585979, 0.000000, 2.701051),-1,0.884548,0.213208,0.241036,0.210941,0.238474,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.072886,0.082399,1.176524,1.330085,-0.971910,-0.029586,0.214575,-0.092052
27.11.2023 11:11:23 :666,1824,340,1.684661,11.333330,0,-1,1,1,-1,(1.586322, 0.000000, 2.701128),-1,0.884548,0.213242,0.241074,0.210962,0.238496,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.098607,0.111477,7.211984,8.153298,-0.972624,-0.029930,0.211502,-0.091517
27.11.2023 11:11:23 :668,1826,341,1.687231,11.366670,0,-1,1,1,-1,(1.586619, 0.000000, 2.701192),-1,0.884548,0.213270,0.241106,0.210978,0.238515,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.118193,0.133619,7.628597,8.624289,-0.973215,-0.030218,0.208917,-0.091067
27.11.2023 11:11:23 :673,1831,342,1.692165,11.400000,0,-1,1,1,-1,(1.586839, 0.000000, 2.701230),-1,0.884548,0.213277,0.241114,0.210977,0.238514,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.045314,0.051228,14.786320,16.716240,-0.973612,-0.030373,0.207193,-0.090709
27.11.2023 11:11:23 :676,1834,343,1.694789,11.433330,0,-1,1,1,-1,(1.587285, 0.000000, 2.701241),-1,0.884548,0.213203,0.241030,0.210890,0.238415,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.169831,0.191998,47.696920,53.922370,-0.974199,-0.030309,0.204827,-0.089796
27.11.2023 11:11:23 :680,1838,344,1.698417,11.466670,0,-1,1,1,-1,(1.587528, 0.000000, 2.701246),-1,0.884548,0.213164,0.240986,0.210843,0.238363,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.066947,0.075685,28.357600,32.058860,-0.974509,-0.030275,0.203569,-0.089310
27.11.2023 11:11:23 :683,1841,345,1.701303,11.500000,0,-1,1,1,-1,(1.587870, 0.000000, 2.701253),-1,0.884548,0.213109,0.240924,0.210779,0.238290,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.118570,0.134046,17.886830,20.221440,-0.974934,-0.030228,0.201829,-0.088637
27.11.2023 11:11:23 :687,1845,346,1.705475,11.533330,0,-1,1,1,-1,(1.588147, 0.000000, 2.701259),-1,0.884548,0.213066,0.240875,0.210727,0.238231,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.066534,0.075218,12.472820,14.100780,-0.975269,-0.030190,0.200444,-0.088102
27.11.2023 11:11:23 :691,1849,347,1.709529,11.566670,0,-1,1,1,-1,(1.588557, 0.000000, 2.701266),-1,0.884548,0.213003,0.240804,0.210653,0.238147,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.101030,0.114217,8.510159,9.620913,-0.975750,-0.030134,0.198441,-0.087328
27.11.2023 11:11:23 :695,1853,348,1.713757,11.600000,0,-1,1,1,-1,(1.588964, 0.000000, 2.701272),-1,0.884548,0.212943,0.240736,0.210581,0.238066,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.096258,0.108822,1.129758,1.277215,-0.976213,-0.030079,0.196494,-0.086576
27.11.2023 11:11:23 :698,1856,349,1.716453,11.633330,0,-1,1,1,-1,(1.589398, 0.000000, 2.701278),-1,0.884548,0.212879,0.240664,0.210505,0.237981,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.160999,0.182013,24.011890,27.145940,-0.976690,-0.030021,0.194462,-0.085791
27.11.2023 11:11:23 :702,1860,350,1.720408,11.666670,0,-1,1,1,-1,(1.589680, 0.000000, 2.701282),-1,0.884548,0.212839,0.240619,0.210457,0.237926,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.071235,0.080533,22.698000,25.660560,-0.976992,-0.029984,0.193166,-0.085290
27.11.2023 11:11:23 :706,1864,351,1.724926,11.700000,0,-1,1,1,-1,(1.590101, 0.000000, 2.701285),-1,0.884548,0.212789,0.240562,0.210395,0.237856,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.093165,0.105325,4.854650,5.488284,-0.977420,-0.029898,0.191338,-0.084535
27.11.2023 11:11:23 :709,1867,352,1.728049,11.733330,0,-1,1,1,-1,(1.590600, 0.000000, 2.701256),-1,0.884548,0.212821,0.240599,0.210407,0.237869,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.160321,0.181246,21.662030,24.489380,-0.977789,-0.029493,0.189978,-0.083476
27.11.2023 11:11:23 :714,1872,353,1.732644,11.766670,0,-1,1,1,-1,(1.590952, 0.000000, 2.701221),-1,0.884548,0.212844,0.240624,0.210415,0.237879,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.076886,0.086921,18.184380,20.557820,-0.978042,-0.029213,0.189037,-0.082745
27.11.2023 11:11:23 :717,1875,354,1.735610,11.800000,0,-1,1,1,-1,(1.591478, 0.000000, 2.701146),-1,0.884548,0.212878,0.240663,0.210429,0.237894,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.179090,0.202465,34.493990,38.996180,-0.978411,-0.028801,0.187653,-0.081667
27.11.2023 11:11:23 :720,1878,355,1.739201,11.833330,0,-1,1,1,-1,(1.591823, 0.000000, 2.701084),-1,0.884548,0.212900,0.240688,0.210437,0.237904,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.097651,0.110396,22.720100,25.685550,-0.978648,-0.028535,0.186758,-0.080972
27.11.2023 11:11:23 :725,1883,356,1.743492,11.866670,0,-1,1,1,-1,(1.592246, 0.000000, 2.700994),-1,0.884548,0.212928,0.240719,0.210448,0.237916,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100868,0.114034,1.044524,1.180856,-0.978932,-0.028213,0.185676,-0.080129
27.11.2023 11:11:23 :728,1886,357,1.746424,11.900000,0,-1,1,1,-1,(1.592760, 0.000000, 2.700866),-1,0.884548,0.212961,0.240756,0.210462,0.237931,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.180586,0.204157,27.239020,30.794280,-0.979270,-0.027828,0.184381,-0.079123
27.11.2023 11:11:23 :731,1889,358,1.749551,11.933330,0,-1,1,1,-1,(1.593116, 0.000000, 2.700767),-1,0.884548,0.212983,0.240782,0.210471,0.237942,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.118188,0.133614,20.003830,22.614750,-0.979499,-0.027565,0.183497,-0.078435
27.11.2023 11:11:23 :735,1893,359,1.753860,11.966670,0,-1,1,1,-1,(1.593500, 0.000000, 2.700649),-1,0.884548,0.213008,0.240810,0.210481,0.237954,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.093158,0.105317,5.836224,6.597973,-0.979742,-0.027285,0.182553,-0.077700
27.11.2023 11:11:23 :738,1896,360,1.756609,12.000000,0,-1,1,1,-1,(1.594035, 0.000000, 2.700470),-1,0.884548,0.213047,0.240854,0.210501,0.237976,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.205202,0.231985,40.776370,46.098540,-0.980062,-0.026917,0.181323,-0.076664
27.11.2023 11:11:23 :743,1901,361,1.761377,12.033330,0,-1,1,1,-1,(1.594374, 0.000000, 2.700349),-1,0.884548,0.213091,0.240904,0.210535,0.238014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.075619,0.085489,27.183230,30.731210,-0.980211,-0.026771,0.180864,-0.075893
27.11.2023 11:11:23 :747,1905,362,1.765115,12.066670,0,-1,1,1,-1,(1.594971, 0.000000, 2.700120),-1,0.884548,0.213168,0.240990,0.210593,0.238080,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.171003,0.193323,25.529690,28.861850,-0.980467,-0.026518,0.180067,-0.074554
27.11.2023 11:11:23 :750,1908,363,1.768594,12.100000,0,-1,1,1,-1,(1.595446, 0.000000, 2.699924),-1,0.884548,0.213229,0.241060,0.210641,0.238134,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.147641,0.166911,6.831854,7.723554,-0.980666,-0.026320,0.179443,-0.073504
27.11.2023 11:11:23 :754,1912,364,1.772677,12.133330,0,-1,1,1,-1,(1.595893, 0.000000, 2.699727),-1,0.884548,0.213288,0.241126,0.210686,0.238185,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.119555,0.135159,6.911026,7.813060,-0.980850,-0.026137,0.178861,-0.072526
27.11.2023 11:11:23 :758,1916,365,1.776549,12.166670,0,-1,1,1,-1,(1.596423, 0.000000, 2.699481),-1,0.884548,0.213357,0.241205,0.210740,0.238246,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.151104,0.170826,8.181299,9.249130,-0.981064,-0.025922,0.178178,-0.071379
27.11.2023 11:11:23 :762,1920,366,1.780221,12.200000,0,-1,1,1,-1,(1.596932, 0.000000, 2.699231),-1,0.884548,0.213424,0.241281,0.210792,0.238305,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.154383,0.174533,1.235269,1.396498,-0.981265,-0.025719,0.177531,-0.070291
27.11.2023 11:11:23 :766,1924,367,1.784747,12.233330,0,-1,1,1,-1,(1.597420, 0.000000, 2.698981),-1,0.884548,0.213489,0.241354,0.210843,0.238362,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.121171,0.136986,7.358684,8.319146,-0.981455,-0.025528,0.176917,-0.069258
27.11.2023 11:11:23 :769,1927,368,1.787526,12.266670,0,-1,1,1,-1,(1.598029, 0.000000, 2.698655),-1,0.884548,0.213570,0.241446,0.210907,0.238434,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.248412,0.280835,45.793670,51.770710,-0.981686,-0.025292,0.176159,-0.067985
27.11.2023 11:11:23 :773,1931,369,1.791593,12.300000,0,-1,1,1,-1,(1.598405, 0.000000, 2.698446),-1,0.884548,0.213600,0.241480,0.210933,0.238464,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.105734,0.119534,35.087860,39.667560,-0.981813,-0.025160,0.175775,-0.067186
27.11.2023 11:11:23 :776,1934,370,1.794782,12.333330,0,-1,1,1,-1,(1.598953, 0.000000, 2.698130),-1,0.884548,0.213579,0.241455,0.210927,0.238457,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.198442,0.224343,29.078170,32.873490,-0.981953,-0.025010,0.175479,-0.065958
27.11.2023 11:11:23 :780,1938,371,1.798179,12.366670,0,-1,1,1,-1,(1.599387, 0.000000, 2.697872),-1,0.884548,0.213563,0.241438,0.210924,0.238454,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.148662,0.168065,14.673980,16.589240,-0.982062,-0.024893,0.175247,-0.064996
27.11.2023 11:11:23 :785,1943,372,1.803536,12.400000,0,-1,1,1,-1,(1.599853, 0.000000, 2.697587),-1,0.884548,0.213549,0.241421,0.210923,0.238452,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.101921,0.115224,8.728527,9.867783,-0.982176,-0.024769,0.174999,-0.063971
27.11.2023 11:11:23 :789,1947,373,1.806968,12.433330,0,-1,1,1,-1,(1.600596, 0.000000, 2.697118),-1,0.884548,0.213528,0.241398,0.210923,0.238452,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.256048,0.289467,44.917030,50.779640,-0.982355,-0.024575,0.174608,-0.062353
27.11.2023 11:11:23 :792,1950,374,1.811055,12.466670,0,-1,1,1,-1,(1.601076, 0.000000, 2.696805),-1,0.884548,0.213517,0.241386,0.210925,0.238455,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.140307,0.158620,28.328030,32.025430,-0.982467,-0.024452,0.174358,-0.061317
27.11.2023 11:11:23 :795,1953,375,1.813924,12.500000,0,-1,1,1,-1,(1.601653, 0.000000, 2.696419),-1,0.884548,0.213507,0.241374,0.210930,0.238461,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.241940,0.273518,35.436480,40.061680,-0.982600,-0.024306,0.174059,-0.060083
27.11.2023 11:11:23 :799,1957,376,1.817576,12.533330,0,-1,1,1,-1,(1.602061, 0.000000, 2.696141),-1,0.884548,0.213501,0.241367,0.210935,0.238466,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.135255,0.152909,29.212520,33.025370,-0.982693,-0.024205,0.173849,-0.059216
27.11.2023 11:11:23 :804,1962,377,1.822517,12.566670,0,-1,1,1,-1,(1.602584, 0.000000, 2.695776),-1,0.884548,0.213494,0.241359,0.210942,0.238474,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.128925,0.145753,1.306048,1.476515,-0.982809,-0.024077,0.173582,-0.058113
27.11.2023 11:11:23 :808,1966,378,1.826710,12.600000,0,-1,1,1,-1,(1.603291, 0.000000, 2.695260),-1,0.884548,0.213491,0.241356,0.210963,0.238498,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.208824,0.236080,19.078200,21.568310,-0.982936,-0.023885,0.173386,-0.056612
27.11.2023 11:11:23 :812,1970,379,1.830226,12.633330,0,-1,1,1,-1,(1.603890, 0.000000, 2.694801),-1,0.884548,0.213493,0.241358,0.210989,0.238528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.214673,0.242692,2.124802,2.402133,-0.983018,-0.023707,0.173355,-0.055331
27.11.2023 11:11:23 :816,1974,380,1.834163,12.666670,0,-1,1,1,-1,(1.604396, 0.000000, 2.694406),-1,0.884548,0.213497,0.241362,0.211013,0.238555,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.163069,0.184353,13.115620,14.827480,-0.983086,-0.023558,0.173329,-0.054257
27.11.2023 11:11:23 :818,1976,381,1.836699,12.700000,0,-1,1,1,-1,(1.604967, 0.000000, 2.693954),-1,0.884548,0.213503,0.241369,0.211042,0.238587,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.286816,0.324251,48.805440,55.175570,-0.983161,-0.023393,0.173300,-0.053055
27.11.2023 11:11:23 :823,1981,382,1.840806,12.733330,0,-1,1,1,-1,(1.605336, 0.000000, 2.693658),-1,0.884548,0.213507,0.241375,0.211061,0.238609,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.115334,0.130387,41.755840,47.205850,-0.983209,-0.023287,0.173280,-0.052280
27.11.2023 11:11:23 :827,1985,383,1.845071,12.766670,0,-1,1,1,-1,(1.605937, 0.000000, 2.693169),-1,0.884548,0.213518,0.241386,0.211095,0.238647,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.181601,0.205303,15.536410,17.564240,-0.983284,-0.023116,0.173249,-0.051025
27.11.2023 11:11:23 :829,1987,384,1.847650,12.800000,0,-1,1,1,-1,(1.606565, 0.000000, 2.692650),-1,0.884548,0.213531,0.241401,0.211132,0.238689,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.316025,0.357273,52.124000,58.927280,-0.983361,-0.022941,0.173216,-0.049721
27.11.2023 11:11:23 :833,1991,385,1.851075,12.833330,0,-1,1,1,-1,(1.606947, 0.000000, 2.692332),-1,0.884548,0.213539,0.241411,0.211155,0.238716,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.145221,0.164176,49.869500,56.378510,-0.983406,-0.022835,0.173195,-0.048933
27.11.2023 11:11:23 :837,1995,386,1.854929,12.866670,0,-1,1,1,-1,(1.607456, 0.000000, 2.691902),-1,0.884548,0.213553,0.241426,0.211188,0.238753,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.172825,0.195382,7.166663,8.102062,-0.983466,-0.022696,0.173168,-0.047886
27.11.2023 11:11:23 :840,1998,387,1.858616,12.900000,0,-1,1,1,-1,(1.608026, 0.000000, 2.691406),-1,0.884548,0.213569,0.241444,0.211224,0.238794,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.204841,0.231577,8.716551,9.854243,-0.983517,-0.022518,0.173182,-0.046853
27.11.2023 11:11:23 :844,2002,388,1.861718,12.933330,0,-1,1,1,-1,(1.608566, 0.000000, 2.690918),-1,0.884548,0.213585,0.241462,0.211258,0.238831,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.234808,0.265456,9.759542,11.033370,-0.983546,-0.022319,0.173254,-0.046060
