DateTime,DateTime_sum,frame_nr,time_sum_ar,Timestamp,StepCount,last_step_time_ar,RightFootGround,LeftFootGround,step_length_sum_ar,hip_pos_list x,      y  ,      z  ,step_hip_list,LegLength,StepLength,StepLengthRatio,StrideWidth,StrideWidthRatio,StrideLengthRight,StrideLengthRightRatio,StrideTimeRight,StrideLengthLeft,StrideLengthLeftRatio,StrideTimeLeft,Velocity,VelocityRatio,Acceleration,AccelerationRatio,HeadRotationX,HeadRotationY,HeadRotationZ,HeadRotationW
27.11.2023 11:11:33 :291,11449,2933,11.308890,97.766670,12,-1,0,0,-1,(0.255624, 0.000000, -5.183640),-1,0.884548,0.228584,0.258419,0.003130,0.003538,0.828143,0.936233,0.444398,1.492371,1.687157,0.711847,0.733073,0.828755,156.923200,177.405000,-0.161067,0.032049,-0.986363,0.010892
27.11.2023 11:11:33 :294,11452,2934,11.312740,97.800000,12,-1,0,0,-1,(0.256294, 0.000000, -5.182589),-1,0.884548,0.234001,0.264542,0.004926,0.005569,0.828143,0.936233,0.444398,1.492371,1.687157,0.711847,0.323955,0.366238,106.415600,120.305100,-0.160832,0.031589,-0.986417,0.010806
27.11.2023 11:11:33 :297,11455,2935,11.315810,97.833340,12,-1,0,0,-1,(0.257149, 0.000000, -5.181213),-1,0.884548,0.240975,0.272427,0.007219,0.008162,0.828143,0.936233,0.444398,1.492371,1.687157,0.711847,0.526855,0.595621,65.981120,74.593050,-0.160530,0.030997,-0.986487,0.010694
27.11.2023 11:11:33 :300,11458,2936,11.318450,97.866670,12,-1,0,0,-1,(0.257831, 0.000000, -5.180089),-1,0.884548,0.246567,0.278749,0.009042,0.010222,0.828143,0.936233,0.444398,1.492371,1.687157,0.711847,0.498626,0.563707,10.932590,12.359520,-0.160288,0.030524,-0.986542,0.010604
27.11.2023 11:11:33 :305,11463,2937,11.322880,97.900000,12,-1,0,0,-1,(0.258412, 0.000000, -5.179112),-1,0.884548,0.251363,0.284171,0.010594,0.011976,0.828143,0.936233,0.444398,1.492371,1.687157,0.711847,0.256179,0.289616,54.636430,61.767630,-0.160080,0.030119,-0.986588,0.010527
27.11.2023 11:11:33 :308,11466,2938,11.326320,97.933340,12,-1,0,0,-1,(0.259401, 0.000000, -5.177358),-1,0.884548,0.259475,0.293342,0.013234,0.014961,0.828143,0.936233,0.444398,1.492371,1.687157,0.711847,0.586493,0.663043,96.227880,108.787600,-0.159830,0.029528,-0.986648,0.010445
27.11.2023 11:11:33 :311,11469,2939,11.329760,97.966670,12,-1,0,0,-1,(0.260169, 0.000000, -5.175942),-1,0.884548,0.265774,0.300463,0.015283,0.017278,0.828143,0.936233,0.444398,1.492371,1.687157,0.711847,0.468587,0.529747,34.398620,38.888370,-0.159676,0.029109,-0.986686,0.010402
27.11.2023 11:11:33 :315,11473,2940,11.333230,98.000010,13,2082,0,1,1.204684,(0.260933, 0.000000, -5.174502),0.541196,0.884548,0.272082,0.307594,0.017323,0.019584,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.469066,0.530289,1.224998,1.384885,-0.159522,0.028689,-0.986723,0.010358
27.11.2023 11:11:33 :318,11476,2941,11.335860,98.033340,13,-1,0,1,-1,(0.261702, 0.000000, -5.173020),-1,0.884548,0.278468,0.314814,0.019374,0.021903,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.634199,0.716975,62.744240,70.933680,-0.159367,0.028264,-0.986761,0.010314
27.11.2023 11:11:33 :323,11481,2942,11.340540,98.066670,13,-1,0,1,-1,(0.262282, 0.000000, -5.171883),-1,0.884548,0.283303,0.320280,0.020920,0.023650,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.272739,0.308338,77.232860,87.313370,-0.159249,0.027943,-0.986790,0.010281
27.11.2023 11:11:33 :326,11484,2943,11.344430,98.100010,13,-1,0,1,-1,(0.263308, 0.000000, -5.169826),-1,0.884548,0.291911,0.330011,0.023652,0.026739,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.591937,0.669198,82.198360,92.926960,-0.159039,0.027371,-0.986840,0.010220
27.11.2023 11:11:33 :329,11487,2944,11.346920,98.133340,13,-1,0,1,-1,(0.264154, 0.000000, -5.168087),-1,0.884548,0.299050,0.338082,0.025902,0.029282,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.777167,0.878603,74.476470,84.197210,-0.158865,0.026897,-0.986882,0.010169
27.11.2023 11:11:33 :332,11490,2945,11.349960,98.166670,13,-1,0,1,-1,(0.264694, 0.000000, -5.166956),-1,0.884548,0.303631,0.343261,0.027337,0.030905,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.411377,0.465070,120.107400,135.784000,-0.158754,0.026593,-0.986908,0.010137
27.11.2023 11:11:33 :337,11495,2946,11.355020,98.200000,13,-1,0,1,-1,(0.265352, 0.000000, -5.165556),-1,0.884548,0.309231,0.349592,0.029084,0.032880,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.305712,0.345614,20.894910,23.622140,-0.158617,0.026221,-0.986941,0.010097
27.11.2023 11:11:33 :340,11498,2947,11.358170,98.233340,13,-1,0,1,-1,(0.266446, 0.000000, -5.163153),-1,0.884548,0.318266,0.359807,0.032056,0.036240,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.837956,0.947327,168.886700,190.929900,-0.158422,0.025673,-0.986986,0.010085
27.11.2023 11:11:33 :344,11502,2948,11.361700,98.266670,13,-1,0,1,-1,(0.267132, 0.000000, -5.161582),-1,0.884548,0.323566,0.365798,0.034014,0.038454,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.486325,0.549800,99.827750,112.857400,-0.158340,0.025419,-0.987005,0.010147
27.11.2023 11:11:33 :347,11505,2949,11.365080,98.300000,13,-1,0,1,-1,(0.267895, 0.000000, -5.159806),-1,0.884548,0.329486,0.372490,0.036205,0.040930,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.572275,0.646968,25.457780,28.780560,-0.158249,0.025135,-0.987027,0.010215
27.11.2023 11:11:33 :350,11508,2950,11.368090,98.333340,13,-1,0,1,-1,(0.268623, 0.000000, -5.158079),-1,0.884548,0.335163,0.378909,0.038307,0.043307,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.622185,0.703393,16.621630,18.791100,-0.158161,0.024863,-0.987047,0.010280
27.11.2023 11:11:33 :355,11513,2951,11.373060,98.366670,13,-1,0,1,-1,(0.269269, 0.000000, -5.156518),-1,0.884548,0.340227,0.384634,0.040185,0.045430,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.339698,0.384035,56.824210,64.240960,-0.158083,0.024619,-0.987065,0.010338
27.11.2023 11:11:33 :358,11516,2952,11.376550,98.400000,13,-1,0,1,-1,(0.270328, 0.000000, -5.153910),-1,0.884548,0.348571,0.394066,0.043282,0.048931,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.806704,0.911996,133.809400,151.274300,-0.157953,0.024218,-0.987095,0.010434
27.11.2023 11:11:33 :363,11521,2953,11.380680,98.433340,13,-1,0,1,-1,(0.271068, 0.000000, -5.152049),-1,0.884548,0.354427,0.400687,0.045458,0.051391,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.484692,0.547955,77.949170,88.123170,-0.157862,0.023936,-0.987115,0.010502
27.11.2023 11:11:33 :366,11524,2954,11.384640,98.466670,13,-1,0,1,-1,(0.271937, 0.000000, -5.149817),-1,0.884548,0.361351,0.408515,0.048034,0.054304,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.604974,0.683935,30.401550,34.369590,-0.157754,0.023603,-0.987140,0.010581
27.11.2023 11:11:33 :369,11527,2955,11.387360,98.500010,13,-1,0,1,-1,(0.272765, 0.000000, -5.147650),-1,0.884548,0.367977,0.416005,0.050502,0.057094,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.852980,0.964312,91.202900,103.106800,-0.157651,0.023283,-0.987163,0.010657
27.11.2023 11:11:33 :374,11532,2956,11.392290,98.533340,13,-1,0,1,-1,(0.273335, 0.000000, -5.146181),-1,0.884548,0.372424,0.421033,0.052214,0.059029,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.319549,0.361257,108.173900,122.292800,-0.157581,0.023078,-0.987178,0.010727
27.11.2023 11:11:33 :377,11535,2957,11.394950,98.566670,13,-1,0,1,-1,(0.274383, 0.000000, -5.143676),-1,0.884548,0.379958,0.429550,0.055392,0.062622,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,1.021063,1.154333,263.826400,298.261300,-0.157460,0.022774,-0.987202,0.010952
27.11.2023 11:11:33 :380,11538,2958,11.398500,98.600010,13,-1,0,1,-1,(0.274945, 0.000000, -5.142306),-1,0.884548,0.384019,0.434141,0.057103,0.064556,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.416823,0.471227,170.141100,192.348100,-0.157395,0.022611,-0.987215,0.011073
27.11.2023 11:11:33 :385,11543,2959,11.402220,98.633340,13,-1,0,1,-1,(0.275692, 0.000000, -5.140456),-1,0.884548,0.389446,0.440277,0.059386,0.067137,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.536516,0.606543,32.188110,36.389330,-0.157308,0.022392,-0.987232,0.011235
27.11.2023 11:11:33 :389,11547,2960,11.406720,98.666670,13,-1,0,1,-1,(0.276471, 0.000000, -5.138495),-1,0.884548,0.395124,0.446696,0.061772,0.069835,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.469252,0.530500,14.975780,16.930430,-0.157216,0.022163,-0.987250,0.011404
27.11.2023 11:11:33 :393,11551,2961,11.410620,98.700000,13,-1,0,1,-1,(0.277408, 0.000000, -5.136091),-1,0.884548,0.401991,0.454459,0.064654,0.073092,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.661654,0.748014,49.339180,55.778980,-0.157106,0.021886,-0.987271,0.011609
27.11.2023 11:11:33 :396,11554,2962,11.414300,98.733340,13,-1,0,1,-1,(0.278215, 0.000000, -5.133976),-1,0.884548,0.407942,0.461187,0.067147,0.075912,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.615260,0.695565,12.665410,14.318510,-0.157009,0.021646,-0.987290,0.011786
27.11.2023 11:11:33 :399,11557,2963,11.416980,98.766670,13,-1,0,1,-1,(0.278973, 0.000000, -5.131956),-1,0.884548,0.413556,0.467533,0.069497,0.078568,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.804489,0.909492,70.563470,79.773480,-0.156919,0.021420,-0.987307,0.011953
27.11.2023 11:11:33 :403,11561,2964,11.420310,98.800000,13,-1,0,1,-1,(0.279523, 0.000000, -5.130468),-1,0.884548,0.417644,0.472155,0.071207,0.080501,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.475857,0.537966,98.594570,111.463200,-0.156852,0.021255,-0.987320,0.012074
27.11.2023 11:11:33 :407,11565,2965,11.424730,98.833340,13,-1,0,1,-1,(0.280206, 0.000000, -5.128594),-1,0.884548,0.422633,0.477795,0.073308,0.082877,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.451647,0.510596,5.504429,6.222872,-0.156771,0.021034,-0.987336,0.012223
27.11.2023 11:11:33 :411,11569,2966,11.428600,98.866670,13,-1,0,1,-1,(0.281131, 0.000000, -5.125998),-1,0.884548,0.428102,0.483978,0.075836,0.085734,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.711953,0.804877,67.248230,76.025540,-0.156682,0.020549,-0.987358,0.012387
27.11.2023 11:11:33 :414,11572,2967,11.431720,98.900000,13,-1,0,1,-1,(0.281937, 0.000000, -5.123694),-1,0.884548,0.432893,0.489394,0.078049,0.088236,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.782559,0.884699,22.677090,25.636920,-0.156604,0.020125,-0.987377,0.012530
27.11.2023 11:11:33 :416,11574,2968,11.434340,98.933340,13,-1,0,1,-1,(0.282584, 0.000000, -5.121821),-1,0.884548,0.436749,0.493754,0.079830,0.090250,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.754600,0.853091,10.729000,12.129360,-0.156541,0.019783,-0.987393,0.012644
27.11.2023 11:11:33 :421,11579,2969,11.438820,98.966670,13,-1,0,1,-1,(0.283126, 0.000000, -5.120228),-1,0.884548,0.439999,0.497428,0.081331,0.091946,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.376351,0.425473,84.605460,95.648250,-0.156488,0.019494,-0.987406,0.012742
27.11.2023 11:11:33 :425,11583,2970,11.443740,99.000010,13,-1,0,1,-1,(0.284045, 0.000000, -5.117492),-1,0.884548,0.445522,0.503672,0.083881,0.094829,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.585761,0.662215,42.500300,48.047480,-0.156397,0.019003,-0.987427,0.012906
27.11.2023 11:11:33 :428,11586,2971,11.447220,99.033340,13,-1,0,1,-1,(0.285052, 0.000000, -5.114438),-1,0.884548,0.451605,0.510549,0.086689,0.098004,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.924029,1.044634,97.191120,109.876600,-0.156296,0.018463,-0.987451,0.013088
27.11.2023 11:11:33 :431,11589,2972,11.450220,99.066670,13,-1,0,1,-1,(0.285759, 0.000000, -5.112256),-1,0.884548,0.455896,0.515400,0.088670,0.100244,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.766058,0.866045,52.787670,59.677570,-0.156225,0.018080,-0.987468,0.013216
27.11.2023 11:11:33 :435,11593,2973,11.454200,99.100010,13,-1,0,1,-1,(0.286366, 0.000000, -5.110362),-1,0.884548,0.459588,0.519574,0.090374,0.102170,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.499362,0.564540,66.955960,75.695120,-0.156164,0.017752,-0.987482,0.013326
27.11.2023 11:11:33 :439,11597,2974,11.457690,99.133340,13,-1,0,1,-1,(0.287169, 0.000000, -5.107750),-1,0.884548,0.464287,0.524887,0.092517,0.104592,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.782427,0.884550,81.092450,91.676720,-0.156106,0.017291,-0.987498,0.013446
27.11.2023 11:11:33 :443,11601,2975,11.461980,99.166670,13,-1,0,1,-1,(0.287867, 0.000000, -5.105227),-1,0.884548,0.467764,0.528818,0.094020,0.106291,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.611269,0.691052,40.222410,45.472270,-0.156126,0.016818,-0.987502,0.013471
27.11.2023 11:11:33 :447,11605,2976,11.465660,99.200000,13,-1,0,1,-1,(0.288705, 0.000000, -5.102103),-1,0.884548,0.472026,0.533635,0.095872,0.108385,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.876874,0.991325,72.029260,81.430590,-0.156152,0.016236,-0.987508,0.013501
27.11.2023 11:11:33 :450,11608,2977,11.468940,99.233340,13,-1,0,1,-1,(0.289411, 0.000000, -5.099389),-1,0.884548,0.475691,0.537779,0.097471,0.110193,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.854820,0.966392,7.014683,7.930246,-0.156174,0.015735,-0.987512,0.013527
27.11.2023 11:11:33 :455,11613,2978,11.473430,99.266670,13,-1,0,1,-1,(0.290026, 0.000000, -5.096958),-1,0.884548,0.478945,0.541458,0.098898,0.111807,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.559155,0.632137,65.935010,74.540920,-0.156193,0.015289,-0.987515,0.013550
27.11.2023 11:11:33 :457,11615,2979,11.476040,99.300000,13,-1,0,1,-1,(0.290850, 0.000000, -5.093606),-1,0.884548,0.483391,0.546483,0.100857,0.114021,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,1.320001,1.492289,290.952300,328.927600,-0.156220,0.014680,-0.987520,0.013582
27.11.2023 11:11:33 :461,11619,2980,11.479560,99.333340,13,-1,0,1,-1,(0.291321, 0.000000, -5.091636),-1,0.884548,0.485981,0.549411,0.102003,0.115317,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.576297,0.651516,211.615600,239.235900,-0.156236,0.014324,-0.987523,0.013601
27.11.2023 11:11:33 :464,11622,2981,11.482990,99.366670,13,-1,0,1,-1,(0.291944, 0.000000, -5.088974),-1,0.884548,0.489455,0.553339,0.103546,0.117061,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.796336,0.900275,64.088440,72.453320,-0.156257,0.013846,-0.987526,0.013626
27.11.2023 11:11:33 :467,11625,2982,11.485940,99.400000,13,-1,0,1,-1,(0.292540, 0.000000, -5.086354),-1,0.884548,0.492844,0.557170,0.105059,0.118771,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.910401,1.029227,38.686570,43.735980,-0.156277,0.013378,-0.987529,0.013650
27.11.2023 11:11:33 :473,11631,2983,11.491610,99.433340,13,-1,0,1,-1,(0.293044, 0.000000, -5.084088),-1,0.884548,0.495755,0.560461,0.106363,0.120245,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.409716,0.463193,88.374300,99.909000,-0.156295,0.012976,-0.987531,0.013672
27.11.2023 11:11:33 :476,11634,2984,11.494760,99.466670,13,-1,0,1,-1,(0.293997, 0.000000, -5.079663),-1,0.884548,0.500182,0.565466,0.108066,0.122170,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,1.435258,1.622589,325.180600,367.623500,-0.156474,0.012460,-0.987507,0.013816
27.11.2023 11:11:33 :479,11637,2985,11.497370,99.500010,13,-1,0,1,-1,(0.294517, 0.000000, -5.077175),-1,0.884548,0.502554,0.568148,0.108958,0.123179,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.975391,1.102700,176.528700,199.569400,-0.156586,0.012193,-0.987492,0.013904
27.11.2023 11:11:33 :484,11642,2986,11.502040,99.533340,13,-1,0,1,-1,(0.294939, 0.000000, -5.075111),-1,0.884548,0.504510,0.570359,0.109699,0.124017,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.451153,0.510038,112.255800,126.907500,-0.156678,0.011972,-0.987479,0.013977
27.11.2023 11:11:33 :487,11645,2987,11.506210,99.566670,13,-1,0,1,-1,(0.295682, 0.000000, -5.071383),-1,0.884548,0.508018,0.574325,0.111039,0.125532,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.912482,1.031580,110.728700,125.181200,-0.156843,0.011576,-0.987455,0.014108
27.11.2023 11:11:33 :490,11648,2988,11.508850,99.600010,13,-1,0,1,-1,(0.296330, 0.000000, -5.068031),-1,0.884548,0.511143,0.577858,0.112245,0.126895,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,1.292466,1.461160,143.903900,162.686400,-0.156990,0.011222,-0.987434,0.014225
27.11.2023 11:11:33 :494,11652,2989,11.513160,99.633340,13,-1,0,1,-1,(0.296734, 0.000000, -5.065895),-1,0.884548,0.513122,0.580096,0.113015,0.127766,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.503960,0.569738,182.746200,206.598400,-0.157084,0.010998,-0.987421,0.014299
27.11.2023 11:11:33 :497,11655,2990,11.515630,99.666670,13,-1,0,1,-1,(0.297382, 0.000000, -5.062379),-1,0.884548,0.516357,0.583753,0.114282,0.129198,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,1.451059,1.640453,384.471100,434.652700,-0.157236,0.010631,-0.987399,0.014421
27.11.2023 11:11:33 :501,11659,2991,11.519460,99.700000,13,-1,0,1,-1,(0.297746, 0.000000, -5.060362),-1,0.884548,0.518202,0.585838,0.115011,0.130022,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.534228,0.603956,238.977700,270.169300,-0.157323,0.010422,-0.987386,0.014491
27.11.2023 11:11:33 :505,11663,2992,11.523690,99.733340,13,-1,0,1,-1,(0.298304, 0.000000, -5.057200),-1,0.884548,0.521076,0.589087,0.116154,0.131314,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.759928,0.859114,53.412710,60.384190,-0.157459,0.010095,-0.987367,0.014599
27.11.2023 11:11:33 :508,11666,2993,11.527240,99.766670,13,-1,0,1,-1,(0.298961, 0.000000, -5.053655),-1,0.884548,0.523735,0.592094,0.117006,0.132278,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,1.015881,1.148475,72.144570,81.560950,-0.157765,0.010012,-0.987315,0.014847
27.11.2023 11:11:33 :512,11670,2994,11.530600,99.800000,13,-1,0,1,-1,(0.299511, 0.000000, -5.050653),-1,0.884548,0.525909,0.594551,0.117683,0.133043,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.905935,1.024178,32.651440,36.913140,-0.158041,0.009975,-0.987267,0.015069
27.11.2023 11:11:33 :515,11673,2995,11.533290,99.833340,13,-1,0,1,-1,(0.300025, 0.000000, -5.047790),-1,0.884548,0.527972,0.596883,0.118336,0.133781,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,1.082444,1.223726,65.674840,74.246780,-0.158303,0.009939,-0.987223,0.015280
27.11.2023 11:11:33 :518,11676,2996,11.536810,99.866670,13,-1,0,1,-1,(0.300431, 0.000000, -5.045493),-1,0.884548,0.529618,0.598745,0.118864,0.134378,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.662889,0.749410,119.265000,134.831500,-0.158512,0.009911,-0.987187,0.015449
27.11.2023 11:11:33 :522,11680,2997,11.540840,99.900000,13,-1,0,1,-1,(0.300955, 0.000000, -5.042474),-1,0.884548,0.531773,0.601180,0.119563,0.135168,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.760751,0.860045,24.298720,27.470220,-0.158785,0.009874,-0.987140,0.015669
27.11.2023 11:11:33 :526,11684,2998,11.544480,99.933340,13,-1,0,1,-1,(0.301547, 0.000000, -5.038995),-1,0.884548,0.534240,0.603969,0.120378,0.136089,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.968510,1.094921,57.022510,64.465140,-0.159098,0.009832,-0.987086,0.015922
27.11.2023 11:11:33 :528,11686,2999,11.547180,99.966670,13,-1,0,1,-1,(0.302075, 0.000000, -5.035830),-1,0.884548,0.536471,0.606492,0.121126,0.136935,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,1.191120,1.346587,82.639340,93.425500,-0.159382,0.009794,-0.987037,0.016150
27.11.2023 11:11:33 :533,11691,3000,11.551320,100.000000,13,-1,0,1,-1,(0.302462, 0.000000, -5.033477),-1,0.884548,0.538121,0.608357,0.121686,0.137569,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.575649,0.650783,148.600900,167.996400,-0.159591,0.009765,-0.987000,0.016319
27.11.2023 11:11:33 :537,11695,3001,11.555610,100.033300,13,-1,0,1,-1,(0.303048, 0.000000, -5.029844),-1,0.884548,0.540658,0.611225,0.122560,0.138556,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.857289,0.969183,65.610530,74.174090,-0.159913,0.009722,-0.986945,0.016578
27.11.2023 11:11:33 :540,11698,3002,11.558590,100.066700,13,-1,0,1,-1,(0.303651, 0.000000, -5.026081),-1,0.884548,0.542538,0.613350,0.123073,0.139137,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,1.277329,1.444047,140.797900,159.175000,-0.160320,0.009686,-0.986873,0.016902
27.11.2023 11:11:33 :544,11702,3003,11.561270,100.100000,13,-1,0,1,-1,(0.304066, 0.000000, -5.023468),-1,0.884548,0.543384,0.614306,0.123190,0.139268,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.990459,1.119734,107.406900,121.425800,-0.160647,0.009666,-0.986816,0.017162
27.11.2023 11:11:33 :547,11705,3004,11.565490,100.133300,13,-1,0,1,-1,(0.304435, 0.000000, -5.021119),-1,0.884548,0.544139,0.615160,0.123300,0.139394,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.563350,0.636879,101.156000,114.359000,-0.160941,0.009650,-0.986764,0.017394
27.11.2023 11:11:33 :549,11707,3005,11.567940,100.166700,13,-1,0,1,-1,(0.305012, 0.000000, -5.017387),-1,0.884548,0.545324,0.616501,0.123485,0.139603,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,1.540976,1.742106,398.967100,451.040700,-0.161405,0.009623,-0.986682,0.017761
27.11.2023 11:11:33 :555,11713,3006,11.573470,100.200000,13,-1,0,1,-1,(0.305343, 0.000000, -5.015210),-1,0.884548,0.546010,0.617275,0.123598,0.139730,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.398101,0.450062,206.634800,233.605000,-0.161674,0.009607,-0.986634,0.017974
27.11.2023 11:11:33 :558,11716,3007,11.576130,100.233300,13,-1,0,1,-1,(0.306083, 0.000000, -5.010270),-1,0.884548,0.547545,0.619011,0.123869,0.140037,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,1.875309,2.120076,554.591400,626.977200,-0.162281,0.009573,-0.986526,0.018455
27.11.2023 11:11:33 :562,11720,3008,11.579970,100.266700,13,-1,0,1,-1,(0.306435, 0.000000, -5.007877),-1,0.884548,0.548279,0.619841,0.124008,0.140193,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.630978,0.713334,324.569300,366.932400,-0.162574,0.009557,-0.986473,0.018687
27.11.2023 11:11:33 :565,11723,3009,11.582620,100.300000,13,-1,0,1,-1,(0.306938, 0.000000, -5.004417),-1,0.884548,0.549330,0.621029,0.124216,0.140429,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,1.315303,1.486978,257.478800,291.085200,-0.162994,0.009534,-0.986398,0.019020
27.11.2023 11:11:33 :568,11726,3010,11.586550,100.333300,13,-1,0,1,-1,(0.307284, 0.000000, -5.002009),-1,0.884548,0.550055,0.621849,0.124368,0.140600,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.620134,0.701075,177.208400,200.337800,-0.163285,0.009518,-0.986345,0.019252
27.11.2023 11:11:33 :573,11731,3011,11.590700,100.366700,13,-1,0,1,-1,(0.307791, 0.000000, -4.998437),-1,0.884548,0.551118,0.623051,0.124599,0.140862,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.867586,0.980824,59.507060,67.273990,-0.163715,0.009495,-0.986268,0.019593
27.11.2023 11:11:33 :576,11734,3012,11.594610,100.400000,13,-1,0,1,-1,(0.308353, 0.000000, -4.994631),-1,0.884548,0.551070,0.622997,0.124367,0.140599,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.984974,1.113534,30.079050,34.004990,-0.164376,0.009447,-0.986150,0.019982
27.11.2023 11:11:33 :580,11738,3013,11.597720,100.433300,13,-1,0,1,-1,(0.308878, 0.000000, -4.991037),-1,0.884548,0.550977,0.622892,0.124143,0.140346,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,1.166618,1.318886,58.347230,65.962760,-0.165002,0.009401,-0.986039,0.020348
27.11.2023 11:11:33 :583,11741,3014,11.600320,100.466700,13,-1,0,1,-1,(0.309293, 0.000000, -4.988160),-1,0.884548,0.550891,0.622794,0.123969,0.140150,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,1.119432,1.265542,18.185540,20.559130,-0.165500,0.009365,-0.985950,0.020639
27.11.2023 11:11:33 :587,11745,3015,11.605050,100.500000,13,-1,0,1,-1,(0.309638, 0.000000, -4.985750),-1,0.884548,0.550811,0.622703,0.123827,0.139989,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,0.514582,0.581745,127.845800,144.532400,-0.165915,0.009335,-0.985875,0.020882
27.11.2023 11:11:33 :590,11748,3016,11.608470,100.533300,13,-1,0,1,-1,(0.310264, 0.000000, -4.981338),-1,0.884548,0.550646,0.622517,0.123577,0.139706,0.828143,0.936233,0.444398,0.469137,0.530369,2.081736,1.303279,1.473385,230.633900,260.736400,-0.166672,0.009280,-0.985738,0.021326
